PeriodEnd,PeriodStart,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2021-12-31T01:00:00Z,2021-12-31T00:00:00Z,16.8,-132,0.0,-2.2,0,0,0,0,0,0,11.3,27.4,0.0,953.8,71,2.9,162,0.27
2021-12-31T02:00:00Z,2021-12-31T01:00:00Z,16.1,-116,0.0,-2.5,0,0,0,0,0,0,11.2,27.9,0.0,953.6,68,2.9,150,0.27
2021-12-31T03:00:00Z,2021-12-31T02:00:00Z,15.4,-111,0.0,-2.9,0,0,0,0,0,0,10.9,28.4,0.0,953.5,66,3.0,136,0.27
2021-12-31T04:00:00Z,2021-12-31T03:00:00Z,14.8,-110,0.0,-3.2,0,0,0,0,0,0,10.7,28.7,0.0,953.6,67,3.0,123,0.27
2021-12-31T05:00:00Z,2021-12-31T04:00:00Z,14.6,-111,0.0,-3.8,0,0,0,0,0,0,10.5,27.8,0.0,953.9,71,3.1,109,0.27
2021-12-31T06:00:00Z,2021-12-31T05:00:00Z,15.0,-113,8.4,-5.1,0,0,0,0,0,0,10.3,24.7,0.0,954.5,74,3.2,95,0.27
2021-12-31T07:00:00Z,2021-12-31T06:00:00Z,17.5,-116,1.3,-4.1,62,79,16,77,86,96,10.2,22.8,0.0,955.3,76,3.3,82,0.27
2021-12-31T08:00:00Z,2021-12-31T07:00:00Z,20.4,-121,0.0,-2.0,152,350,129,281,324,494,10.1,22.0,0.0,956.0,77,3.4,69,0.27
2021-12-31T09:00:00Z,2021-12-31T08:00:00Z,21.9,-129,0.0,-1.9,209,538,295,504,571,713,10.1,20.3,0.0,956.5,77,3.6,57,0.27
2021-12-31T10:00:00Z,2021-12-31T09:00:00Z,23.6,-140,0.0,-2.3,229,671,462,691,776,810,10.4,17.8,0.0,956.4,76,3.8,47,0.27
