FID,geom,source
modelled_grid_original.10294,"MULTILINESTRING ((823068.4916393387 763193.6802560961, 822604.6604239891 763660.8380368727))",gridfinder
modelled_grid_original.10295,"MULTILINESTRING ((847651.5460528348 763193.6802560961, 847651.5460528348 765062.3358533278, 846723.8836221389 765996.6881514876))",gridfinder
modelled_grid_original.10296,"MULTILINESTRING ((900528.3046026259 763193.6802560961, 900528.3046026259 763660.8380368727, 899600.6421719269 764595.1658329502))",gridfinder
modelled_grid_original.10297,"MULTILINESTRING ((937170.9706151985 763193.6802560961, 938098.6330458974 764127.9998949782, 938098.6330458974 765529.5099586616, 937634.801830548 765996.6881514876, 937634.801830548 766463.8704343507))",gridfinder
modelled_grid_original.10298,"MULTILINESTRING ((356454.288998214 762726.5265501041, 356454.288998214 763193.6802560961))",gridfinder
modelled_grid_original.10299,"MULTILINESTRING ((418607.67185498483 762726.5265501041, 418607.67185498483 763193.6802560961))",gridfinder
modelled_grid_original.10300,"MULTILINESTRING ((419071.5030703343 762726.5265501041, 418607.67185498483 762726.5265501041))",gridfinder
modelled_grid_original.10301,"MULTILINESTRING ((419535.33428568067 762726.5265501041, 419071.5030703343 762726.5265501041))",gridfinder
modelled_grid_original.10302,"MULTILINESTRING ((419535.33428568067 762726.5265501041, 419535.33428568067 763193.6802560961))",gridfinder
modelled_grid_original.10303,"MULTILINESTRING ((434377.9331768507 762726.5265501041, 434377.9331768507 763193.6802560961))",gridfinder
modelled_grid_original.10304,"MULTILINESTRING ((434841.7643922002 762726.5265501041, 434377.9331768507 762726.5265501041))",gridfinder
modelled_grid_original.10305,"MULTILINESTRING ((434841.7643922002 762726.5265501041, 435769.42682289914 762726.5265501041, 436697.08925359487 763660.8380368727))",gridfinder
modelled_grid_original.10306,"MULTILINESTRING ((820285.5043472451 762726.5265501041, 819821.6731318955 763193.6802560961, 819357.8419165461 763193.6802560961, 818894.0107011966 763660.8380368727, 818894.0107011966 764595.1658329502, 818430.1794858472 765062.3358533278))",gridfinder
modelled_grid_original.10307,"MULTILINESTRING ((820285.5043472451 762726.5265501041, 820749.3355625912 763193.6802560961, 821213.1667779408 763193.6802560961, 821676.9979932902 763660.8380368727))",gridfinder
modelled_grid_original.10308,"MULTILINESTRING ((822604.6604239891 762726.5265501041, 822140.8292086397 763193.6802560961))",gridfinder
modelled_grid_original.10309,"MULTILINESTRING ((822604.6604239891 762726.5265501041, 823068.4916393387 763193.6802560961))",gridfinder
modelled_grid_original.10310,"MULTILINESTRING ((823532.3228546879 762726.5265501041, 823068.4916393387 763193.6802560961))",gridfinder
modelled_grid_original.10311,"MULTILINESTRING ((823996.1540700344 762726.5265501041, 823532.3228546879 762726.5265501041))",gridfinder
modelled_grid_original.10312,"MULTILINESTRING ((824923.8165007333 762726.5265501041, 824459.9852853838 763193.6802560961, 823996.1540700344 762726.5265501041))",gridfinder
modelled_grid_original.10313,"MULTILINESTRING ((845796.22119144 763193.6802560961, 846260.0524067895 763193.6802560961, 846723.8836221389 762726.5265501041, 847187.7148374885 762726.5265501041, 847651.5460528348 763193.6802560961))",gridfinder
modelled_grid_original.10314,"MULTILINESTRING ((925111.3590161251 762726.5265501041, 924183.6965854261 763660.8380368727, 924183.6965854261 767398.2472803512, 923719.8653700767 767865.4418485769, 923719.8653700767 769267.0501646592, 922792.2029393779 770201.4762436505))",gridfinder
modelled_grid_original.10315,"MULTILINESTRING ((925111.3590161251 762726.5265501041, 928358.1775235682 762726.5265501041, 928822.0087389178 763193.6802560961, 929749.6711696135 763193.6802560961, 930213.5023849629 763660.8380368727))",gridfinder
modelled_grid_original.10316,"MULTILINESTRING ((930213.5023849629 763660.8380368727, 930677.3336003124 763193.6802560961, 931141.1648156617 763193.6802560961, 931604.9960310113 762726.5265501041, 932068.8272463607 762726.5265501041, 932996.4896770564 763660.8380368727, 936707.1393998491 763660.8380368727, 937170.9706151985 763193.6802560961))",gridfinder
modelled_grid_original.10317,"MULTILINESTRING ((997469.0286105715 762726.5265501041, 995613.7037491768 764595.1658329502, 994222.2101031283 764595.1658329502, 993758.3788877822 765062.3358533278))",gridfinder
modelled_grid_original.10318,"MULTILINESTRING ((1106005.533002244 762726.5265501041, 1105541.7017868978 763193.6802560961))",gridfinder
modelled_grid_original.10319,"MULTILINESTRING ((1106469.3642175936 762726.5265501041, 1106005.533002244 762726.5265501041))",gridfinder
modelled_grid_original.10320,"MULTILINESTRING ((356918.12021356344 762259.3769163548, 356454.288998214 762726.5265501041))",gridfinder
modelled_grid_original.10321,"MULTILINESTRING ((406084.22904055886 762259.3769163548, 405156.56660986313 763193.6802560961))",gridfinder
modelled_grid_original.10322,"MULTILINESTRING ((420462.9967163796 762259.3769163548, 419999.1655010301 762259.3769163548, 419535.33428568067 762726.5265501041))",gridfinder
modelled_grid_original.10323,"MULTILINESTRING ((428811.9585926635 763193.6802560961, 429739.62102335924 763193.6802560961, 430203.4522387087 762726.5265501041, 432058.77710010664 762726.5265501041, 432522.6083154561 762259.3769163548, 433914.1019615013 762259.3769163548, 434377.9331768507 762726.5265501041))",gridfinder
modelled_grid_original.10324,"MULTILINESTRING ((437160.9204689443 762259.3769163548, 437160.9204689443 763193.6802560961))",gridfinder
modelled_grid_original.10325,"MULTILINESTRING ((444118.3886991799 762259.3769163548, 443190.726268481 763193.6802560961, 440871.5701917368 763193.6802560961, 439943.9077610379 764127.9998949782, 438088.5828996432 764127.9998949782, 437160.9204689443 763193.6802560961))",gridfinder
modelled_grid_original.10326,"MULTILINESTRING ((663974.3847746189 762259.3769163548, 663974.3847746189 762726.5265501041, 664438.2159899684 763193.6802560961))",gridfinder
modelled_grid_original.10327,"MULTILINESTRING ((823068.4916393387 762259.3769163548, 822604.6604239891 762726.5265501041))",gridfinder
modelled_grid_original.10328,"MULTILINESTRING ((823068.4916393387 762259.3769163548, 823532.3228546879 762726.5265501041))",gridfinder
modelled_grid_original.10329,"MULTILINESTRING ((824459.9852853838 762259.3769163548, 823996.1540700344 762726.5265501041))",gridfinder
modelled_grid_original.10330,"MULTILINESTRING ((824923.8165007333 762259.3769163548, 824459.9852853838 762259.3769163548))",gridfinder
modelled_grid_original.10331,"MULTILINESTRING ((824923.8165007333 762259.3769163548, 824923.8165007333 762726.5265501041))",gridfinder
modelled_grid_original.10332,"MULTILINESTRING ((830025.9598695743 762259.3769163548, 830025.9598695743 764127.9998949782))",openstreetmap
modelled_grid_original.10333,"MULTILINESTRING ((860638.8200826101 762259.3769163548, 860174.9888672607 762726.5265501041))",gridfinder
modelled_grid_original.10334,"MULTILINESTRING ((861102.6512979597 762259.3769163548, 860638.8200826101 762259.3769163548))",gridfinder
modelled_grid_original.10335,"MULTILINESTRING ((861102.6512979597 762259.3769163548, 863421.8073747037 764595.1658329502, 868523.9507435415 764595.1658329502, 869451.6131742405 763660.8380368727))",gridfinder
modelled_grid_original.10336,"MULTILINESTRING ((923719.8653700767 762259.3769163548, 923256.0341547272 762726.5265501041))",gridfinder
modelled_grid_original.10337,"MULTILINESTRING ((942736.9451993888 762259.3769163548, 942273.1139840394 762726.5265501041, 942273.1139840394 764127.9998949782))",gridfinder
modelled_grid_original.10338,"MULTILINESTRING ((1056375.5929598992 762259.3769163548, 1056375.5929598992 763193.6802560961, 1056839.4241752487 763660.8380368727, 1056839.4241752487 764127.9998949782, 1057303.2553905982 764595.1658329502, 1057303.2553905982 765062.3358533278, 1057767.0866059477 765529.5099586616, 1057767.0866059477 767865.4418485769, 1057303.2553905982 768332.6405170078, 1057303.2553905982 769267.0501646592))",gridfinder
modelled_grid_original.10339,"MULTILINESTRING ((1106005.533002244 762259.3769163548, 1106005.533002244 762726.5265501041))",gridfinder
modelled_grid_original.10340,"MULTILINESTRING ((356454.288998214 761792.2313523042, 356918.12021356344 762259.3769163548))",openstreetmap
modelled_grid_original.10341,"MULTILINESTRING ((405620.3978252094 761792.2313523042, 406084.22904055886 762259.3769163548))",gridfinder
modelled_grid_original.10342,"MULTILINESTRING ((424173.6464391721 761792.2313523042, 421854.49036242795 764127.9998949782, 421854.49036242795 764595.1658329502))",gridfinder
modelled_grid_original.10343,"MULTILINESTRING ((437160.9204689443 761792.2313523042, 437160.9204689443 762259.3769163548))",gridfinder
modelled_grid_original.10344,"MULTILINESTRING ((437624.7516842938 761792.2313523042, 437160.9204689443 761792.2313523042))",gridfinder
modelled_grid_original.10345,"MULTILINESTRING ((826779.1413621311 761792.2313523042, 825387.6477160826 761792.2313523042, 824923.8165007333 762259.3769163548))",gridfinder
modelled_grid_original.10346,"MULTILINESTRING ((829562.1286542247 761792.2313523042, 828634.4662235258 762726.5265501041, 828634.4662235258 763660.8380368727))",openstreetmap
modelled_grid_original.10347,"MULTILINESTRING ((830025.9598695743 761792.2313523042, 829562.1286542247 761792.2313523042))",openstreetmap
modelled_grid_original.10348,"MULTILINESTRING ((830025.9598695743 761792.2313523042, 830025.9598695743 762259.3769163548))",openstreetmap
modelled_grid_original.10349,"MULTILINESTRING ((861102.6512979597 761792.2313523042, 861102.6512979597 762259.3769163548))",gridfinder
modelled_grid_original.10350,"MULTILINESTRING ((923719.8653700767 762259.3769163548, 924183.6965854261 761792.2313523042, 925111.3590161251 762726.5265501041))",gridfinder
modelled_grid_original.10351,"MULTILINESTRING ((1056375.5929598992 761792.2313523042, 1055911.76174455 761792.2313523042))",gridfinder
modelled_grid_original.10352,"MULTILINESTRING ((1056375.5929598992 761792.2313523042, 1056375.5929598992 762259.3769163548))",gridfinder
modelled_grid_original.10353,"MULTILINESTRING ((355990.4577828645 761325.0898554157, 355526.6265675151 761792.2313523042, 354598.96413681615 761792.2313523042))",gridfinder
modelled_grid_original.10354,"MULTILINESTRING ((355990.4577828645 761325.0898554157, 356454.288998214 761792.2313523042))",gridfinder
modelled_grid_original.10355,"MULTILINESTRING ((356918.12021356344 761325.0898554157, 356454.288998214 761792.2313523042))",gridfinder
modelled_grid_original.10356,"MULTILINESTRING ((356918.12021356344 761325.0898554157, 357381.95142891293 761792.2313523042, 356918.12021356344 762259.3769163548))",openstreetmap
modelled_grid_original.10357,"MULTILINESTRING ((407939.5539019567 761325.0898554157, 407939.5539019567 761792.2313523042, 407475.7226866073 762259.3769163548, 406084.22904055886 762259.3769163548))",gridfinder
modelled_grid_original.10358,"MULTILINESTRING ((439016.24533034215 761325.0898554157, 438088.5828996432 761325.0898554157, 437624.7516842938 761792.2313523042))",gridfinder
modelled_grid_original.10359,"MULTILINESTRING ((747927.8347527955 761325.0898554157, 747927.8347527955 765996.6881514876))",gridfinder
modelled_grid_original.10360,"MULTILINESTRING ((357381.95142891293 760857.9524231438, 356918.12021356344 761325.0898554157))",openstreetmap
modelled_grid_original.10361,"MULTILINESTRING ((357845.78264426236 760857.9524231438, 357381.95142891293 760857.9524231438))",openstreetmap
modelled_grid_original.10362,"MULTILINESTRING ((358309.6138596087 760857.9524231438, 357845.78264426236 760857.9524231438))",openstreetmap
modelled_grid_original.10363,"MULTILINESTRING ((406548.06025590835 760857.9524231438, 405620.3978252094 761792.2313523042))",openstreetmap
modelled_grid_original.10364,"MULTILINESTRING ((406548.06025590835 760857.9524231438, 407475.7226866073 760857.9524231438, 407939.5539019567 761325.0898554157))",openstreetmap
modelled_grid_original.10365,"MULTILINESTRING ((417216.1782089365 760857.9524231438, 417216.1782089365 761325.0898554157, 418607.67185498483 762726.5265501041))",gridfinder
modelled_grid_original.10366,"MULTILINESTRING ((831881.2847309689 760857.9524231438, 831417.4535156194 760857.9524231438, 830953.62230027 761325.0898554157, 830489.7910849237 761325.0898554157, 830025.9598695743 761792.2313523042))",openstreetmap
modelled_grid_original.10367,"MULTILINESTRING ((862030.3137286555 760857.9524231438, 861102.6512979597 761792.2313523042))",gridfinder
modelled_grid_original.10368,"MULTILINESTRING ((887077.1993575041 760857.9524231438, 886613.3681421546 761325.0898554157, 886613.3681421546 762259.3769163548, 884294.2120654106 764595.1658329502, 883830.3808500611 764595.1658329502, 882902.7184193621 763660.8380368727))",gridfinder
modelled_grid_original.10369,"MULTILINESTRING ((887077.1993575041 760857.9524231438, 887541.0305728535 761325.0898554157, 888468.6930035492 761325.0898554157, 888932.5242188988 761792.2313523042, 889396.3554342482 761792.2313523042, 889860.1866495977 762259.3769163548, 890324.0178649471 762259.3769163548, 890787.8490802967 762726.5265501041, 891715.5115109956 762726.5265501041, 892179.3427263419 763193.6802560961, 892643.1739416913 763193.6802560961, 893107.0051570409 763660.8380368727, 893570.8363723903 763660.8380368727, 894034.6675877398 764127.9998949782, 894962.3300184387 764127.9998949782, 895889.9924491345 765062.3358533278))",openstreetmap
modelled_grid_original.10370,"MULTILINESTRING ((347177.66469123424 760390.8190529528, 347177.66469123424 761325.0898554157, 348105.32712193 762259.3769163548, 348105.32712193 762726.5265501041))",gridfinder
modelled_grid_original.10371,"MULTILINESTRING ((357381.95142891293 760390.8190529528, 357381.95142891293 760857.9524231438))",openstreetmap
modelled_grid_original.10372,"MULTILINESTRING ((384747.9931345058 760390.8190529528, 382892.66827310796 762259.3769163548, 382892.66827310796 763193.6802560961))",gridfinder
modelled_grid_original.10373,"MULTILINESTRING ((385211.82434985216 760390.8190529528, 384747.9931345058 760390.8190529528))",gridfinder
modelled_grid_original.10374,"MULTILINESTRING ((385211.82434985216 760390.8190529528, 386603.3179959005 761792.2313523042, 387530.98042659945 761792.2313523042, 387994.8116419489 762259.3769163548, 388458.6428572984 762259.3769163548, 389386.3052879941 763193.6802560961, 389850.1365033435 763193.6802560961, 390313.967718693 763660.8380368727, 390777.79893404245 763660.8380368727, 391241.63014939195 764127.9998949782, 393096.95501078665 764127.9998949782, 394488.448656835 765529.5099586616, 395416.1110875308 765529.5099586616, 395879.9423028803 765996.6881514876, 396343.7735182297 765996.6881514876, 396807.60473357915 766463.8704343507, 397271.43594892864 766463.8704343507, 397735.2671642781 766931.0568097894, 397735.2671642781 767398.2472803512, 398199.09837962757 767865.4418485769))",gridfinder
modelled_grid_original.10375,"MULTILINESTRING ((417216.1782089365 760390.8190529528, 416752.346993587 760390.8190529528))",openstreetmap
modelled_grid_original.10376,"MULTILINESTRING ((417216.1782089365 760390.8190529528, 417216.1782089365 760857.9524231438))",openstreetmap
