PeriodEnd,PeriodStart,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2022-04-30T01:00:00Z,2022-04-30T00:00:00Z,24.3,-33,35.4,22.8,0,0,0,0,0,0,48.6,91.1,0.0,999.2,167,1.1,153,0.15
2022-04-30T02:00:00Z,2022-04-30T01:00:00Z,24.4,-53,57.6,22.5,0,0,0,0,0,0,48.4,89.4,0.0,998.6,197,1.2,143,0.15
2022-04-30T03:00:00Z,2022-04-30T02:00:00Z,24.3,-64,67.6,22.5,0,0,0,0,0,0,47.9,89.4,0.0,998.1,205,1.4,130,0.15
2022-04-30T04:00:00Z,2022-04-30T03:00:00Z,24.2,-70,70.3,22.6,0,0,0,0,0,0,48.0,90.5,0.0,998.4,196,1.9,117,0.15
2022-04-30T05:00:00Z,2022-04-30T04:00:00Z,24.2,-73,69.3,22.7,0,0,0,0,0,0,48.9,91.3,0.0,999.1,188,2.5,103,0.15
2022-04-30T06:00:00Z,2022-04-30T05:00:00Z,24.8,-76,63.6,23.0,10,0,0,10,10,10,49.9,90.0,0.0,999.8,187,2.7,88,0.15
2022-04-30T07:00:00Z,2022-04-30T06:00:00Z,25.3,-77,30.8,23.2,123,8,3,126,125,133,50.5,87.6,0.0,1000.6,193,3.2,74,0.15
2022-04-30T08:00:00Z,2022-04-30T07:00:00Z,26.2,-78,1.4,23.0,164,454,237,401,384,662,50.9,82.4,0.0,1001.4,196,3.8,59,0.15
2022-04-30T09:00:00Z,2022-04-30T08:00:00Z,27.5,-77,0.0,22.7,191,604,430,621,601,822,51.3,75.1,0.0,1001.8,195,3.8,45,0.15
2022-04-30T10:00:00Z,2022-04-30T09:00:00Z,29.0,-74,4.7,22.8,235,622,532,767,748,866,52.2,69.1,0.0,1001.7,196,3.5,30,0.15
2022-04-30T11:00:00Z,2022-04-30T10:00:00Z,30.5,-63,13.0,22.8,353,463,443,797,782,818,53.0,63.5,0.0,1001.4,195,3.4,16,0.15
2022-04-30T12:00:00Z,2022-04-30T11:00:00Z,31.6,-1,7.8,22.8,305,575,569,875,857,877,52.9,59.9,0.0,1000.6,190,3.1,8,0.15
2022-04-30T13:00:00Z,2022-04-30T12:00:00Z,32.5,63,10.0,23.0,377,436,419,796,782,815,52.3,57.4,0.0,999.3,190,2.5,16,0.15
2022-04-30T14:00:00Z,2022-04-30T13:00:00Z,33.1,74,0.9,22.8,258,590,509,766,748,859,51.3,55.0,0.0,998.0,192,2.2,30,0.15
2022-04-30T15:00:00Z,2022-04-30T14:00:00Z,33.4,77,5.4,22.7,266,435,308,573,558,728,49.9,53.4,0.0,997.0,189,2.0,44,0.15
2022-04-30T16:00:00Z,2022-04-30T15:00:00Z,33.5,78,0.0,22.5,173,434,226,399,382,651,48.3,52.6,0.0,996.5,187,2.2,59,0.15
2022-04-30T17:00:00Z,2022-04-30T16:00:00Z,33.1,77,0.0,22.7,105,226,69,174,165,337,47.0,54.5,0.0,996.4,184,2.5,74,0.15
2022-04-30T18:00:00Z,2022-04-30T17:00:00Z,32.1,76,37.4,22.8,16,6,1,17,17,19,46.8,58.2,0.0,997.0,178,2.8,88,0.15
2022-04-30T19:00:00Z,2022-04-30T18:00:00Z,31.5,73,33.2,22.6,0,0,0,0,0,0,47.4,59.1,0.0,997.9,179,3.0,102,0.15
2022-04-30T20:00:00Z,2022-04-30T19:00:00Z,31.0,69,33.0,22.6,0,0,0,0,0,0,47.6,61.2,0.0,998.7,188,3.0,116,0.15
2022-04-30T21:00:00Z,2022-04-30T20:00:00Z,30.4,63,33.0,22.9,0,0,0,0,0,0,47.7,64.5,0.0,999.4,201,3.0,130,0.15
2022-04-30T22:00:00Z,2022-04-30T21:00:00Z,29.1,53,29.9,23.2,0,0,0,0,0,0,49.0,70.8,0.0,999.9,214,3.1,143,0.15
2022-04-30T23:00:00Z,2022-04-30T22:00:00Z,27.7,33,29.8,23.6,0,0,0,0,0,0,50.8,78.2,0.0,1000.1,219,3.1,153,0.15
2022-05-01T00:00:00Z,2022-04-30T23:00:00Z,27.2,0,30.0,23.8,0,0,0,0,0,0,51.4,81.7,0.0,999.8,216,2.8,157,0.15
2022-05-01T01:00:00Z,2022-05-01T00:00:00Z,26.8,-33,31.9,23.8,0,0,0,0,0,0,51.5,83.7,0.0,999.2,209,2.6,153,0.15
2022-05-01T02:00:00Z,2022-05-01T01:00:00Z,26.6,-53,37.2,23.8,0,0,0,0,0,0,51.5,84.6,0.0,998.7,206,2.5,143,0.15
2022-05-01T03:00:00Z,2022-05-01T02:00:00Z,26.2,-63,52.1,23.7,0,0,0,0,0,0,51.5,86.2,0.0,998.6,206,2.5,130,0.15
2022-05-01T04:00:00Z,2022-05-01T03:00:00Z,25.8,-69,63.8,23.6,0,0,0,0,0,0,51.9,87.7,0.0,998.8,203,2.6,117,0.15
2022-05-01T05:00:00Z,2022-05-01T04:00:00Z,25.3,-73,84.7,23.5,0,0,0,0,0,0,52.7,89.8,0.0,999.4,199,2.6,102,0.15
2022-05-01T06:00:00Z,2022-05-01T05:00:00Z,25.4,-75,74.7,23.6,10,0,0,10,10,10,53.2,89.5,0.0,1000.2,199,2.6,88,0.15
2022-05-01T07:00:00Z,2022-05-01T06:00:00Z,25.8,-77,35.7,23.6,112,0,0,112,112,112,53.5,87.2,0.0,1001.1,201,3.0,74,0.15
2022-05-01T08:00:00Z,2022-05-01T07:00:00Z,26.4,-78,34.1,23.2,261,0,0,261,260,261,53.6,82.6,0.0,1001.8,203,3.3,59,0.15
2022-05-01T09:00:00Z,2022-05-01T08:00:00Z,27.5,-77,44.2,23.0,338,10,8,346,344,348,53.7,76.8,0.0,1002.1,201,3.2,45,0.15
2022-05-01T10:00:00Z,2022-05-01T09:00:00Z,29.0,-74,20.8,23.2,425,227,198,622,613,659,53.5,70.8,0.0,1002.0,195,2.8,30,0.15
2022-05-01T11:00:00Z,2022-05-01T10:00:00Z,30.3,-62,30.4,23.3,544,77,73,617,612,623,54.0,66.2,0.0,1001.7,187,2.3,16,0.15
2022-05-01T12:00:00Z,2022-05-01T11:00:00Z,31.1,-1,31.4,23.2,572,59,58,630,626,630,55.0,62.9,0.0,1001.1,183,2.0,8,0.15
2022-05-01T13:00:00Z,2022-05-01T12:00:00Z,32.0,62,21.6,23.2,511,173,165,676,668,685,54.8,59.6,0.0,1000.0,191,1.2,16,0.15
2022-05-01T14:00:00Z,2022-05-01T13:00:00Z,32.8,74,13.0,23.1,403,293,250,653,641,706,53.3,56.8,0.0,998.6,216,0.7,30,0.15
2022-05-01T15:00:00Z,2022-05-01T14:00:00Z,33.6,77,5.9,23.0,286,374,268,554,540,684,51.4,54.0,0.0,997.2,230,0.9,45,0.15
2022-05-01T16:00:00Z,2022-05-01T15:00:00Z,33.8,77,0.0,22.7,187,376,195,382,368,604,49.5,52.1,0.0,996.4,224,1.3,59,0.15
2022-05-01T17:00:00Z,2022-05-01T16:00:00Z,33.7,77,0.0,22.7,108,189,58,166,158,303,48.1,52.5,0.0,996.4,209,1.4,74,0.15
2022-05-01T18:00:00Z,2022-05-01T17:00:00Z,32.9,75,37.5,23.2,16,5,1,17,16,18,47.6,56.7,0.0,997.1,184,1.7,88,0.15
2022-05-01T19:00:00Z,2022-05-01T18:00:00Z,32.6,73,37.7,23.6,0,0,0,0,0,0,48.1,59.4,0.0,997.8,172,2.2,102,0.15
2022-05-01T20:00:00Z,2022-05-01T19:00:00Z,32.0,69,36.4,23.5,0,0,0,0,0,0,49.4,60.7,0.0,998.3,177,2.9,116,0.15
2022-05-01T21:00:00Z,2022-05-01T20:00:00Z,30.5,63,37.6,23.3,0,0,0,0,0,0,50.8,65.7,0.0,999.1,183,3.3,130,0.15
2022-05-01T22:00:00Z,2022-05-01T21:00:00Z,29.0,53,32.3,23.7,0,0,0,0,0,0,50.6,72.7,0.0,999.6,189,3.4,143,0.15
2022-05-01T23:00:00Z,2022-05-01T22:00:00Z,28.2,33,37.1,23.9,0,0,0,0,0,0,49.8,77.8,0.0,999.7,195,3.5,153,0.15
2022-05-02T00:00:00Z,2022-05-01T23:00:00Z,27.8,0,32.5,24.4,0,0,0,0,0,0,50.0,81.6,0.0,999.4,201,3.6,157,0.15
2022-05-02T01:00:00Z,2022-05-02T00:00:00Z,27.2,-33,32.8,24.7,0,0,0,0,0,0,50.2,86.3,0.0,998.5,206,3.6,153,0.14
2022-05-02T02:00:00Z,2022-05-02T01:00:00Z,26.6,-52,38.0,24.7,0,0,0,0,0,0,50.4,89.1,0.0,997.7,208,3.6,143,0.14
2022-05-02T03:00:00Z,2022-05-02T02:00:00Z,26.3,-63,45.2,24.6,0,0,0,0,0,0,51.3,90.4,0.0,997.4,206,3.7,130,0.14
2022-05-02T04:00:00Z,2022-05-02T03:00:00Z,26.2,-69,53.5,24.5,0,0,0,0,0,0,52.6,90.4,0.0,997.7,206,3.7,116,0.14
2022-05-02T05:00:00Z,2022-05-02T04:00:00Z,26.4,-73,41.0,24.5,0,0,0,0,0,0,52.9,89.3,0.0,998.1,209,3.6,102,0.14
2022-05-02T06:00:00Z,2022-05-02T05:00:00Z,27.1,-75,40.2,24.5,14,0,0,14,14,14,52.6,85.5,0.0,998.3,211,3.1,88,0.14
2022-05-02T07:00:00Z,2022-05-02T06:00:00Z,27.7,-77,19.5,24.3,125,42,16,141,139,175,52.3,81.8,0.0,998.7,214,3.2,74,0.14
2022-05-02T08:00:00Z,2022-05-02T07:00:00Z,28.1,-77,6.1,24.0,201,339,171,372,358,578,52.2,78.2,0.0,999.3,215,3.6,59,0.14
2022-05-02T09:00:00Z,2022-05-02T08:00:00Z,28.6,-76,19.5,23.7,357,183,132,489,480,555,52.3,74.8,0.0,999.8,210,3.7,45,0.14
2022-05-02T10:00:00Z,2022-05-02T09:00:00Z,30.2,-73,11.7,23.4,413,269,232,645,634,692,50.8,67.0,0.0,1000.1,204,3.8,30,0.14
2022-05-02T11:00:00Z,2022-05-02T10:00:00Z,31.2,-61,12.5,23.2,469,269,257,726,715,739,49.4,62.2,0.0,999.9,201,3.6,17,0.14
2022-05-02T12:00:00Z,2022-05-02T11:00:00Z,31.0,0,14.1,23.4,495,253,250,745,735,746,49.3,63.8,0.0,999.0,206,2.8,8,0.14
2022-05-02T13:00:00Z,2022-05-02T12:00:00Z,31.6,61,17.0,23.5,499,206,196,695,686,706,49.4,61.9,0.0,997.9,207,2.5,16,0.14
2022-05-02T14:00:00Z,2022-05-02T13:00:00Z,32.8,73,17.7,23.3,459,166,143,602,594,631,50.5,57.5,0.0,997.1,197,2.7,30,0.14
2022-05-02T15:00:00Z,2022-05-02T14:00:00Z,34.3,76,26.3,23.2,371,61,47,418,414,437,51.8,52.7,0.0,996.9,187,2.9,45,0.14
2022-05-02T16:00:00Z,2022-05-02T15:00:00Z,34.2,77,16.4,23.5,251,84,47,297,293,346,52.5,53.6,0.0,997.0,195,3.1,59,0.14
2022-05-02T17:00:00Z,2022-05-02T16:00:00Z,33.0,76,27.4,23.8,104,0,0,104,104,104,53.4,58.8,0.0,997.5,206,3.7,74,0.14
2022-05-02T18:00:00Z,2022-05-02T17:00:00Z,30.3,75,65.5,23.5,10,0,0,10,10,10,53.3,67.4,0.0,998.0,203,4.1,88,0.14
2022-05-02T19:00:00Z,2022-05-02T18:00:00Z,27.3,73,96.6,22.9,0,0,0,0,0,0,51.7,77.0,0.0,998.3,201,4.1,102,0.14
2022-05-02T20:00:00Z,2022-05-02T19:00:00Z,26.4,69,86.1,22.9,0,0,0,0,0,0,50.6,81.4,0.0,998.8,203,3.8,116,0.14
2022-05-02T21:00:00Z,2022-05-02T20:00:00Z,26.6,63,73.5,23.5,0,0,0,0,0,0,50.2,83.4,0.0,999.6,208,3.6,130,0.14
2022-05-02T22:00:00Z,2022-05-02T21:00:00Z,25.7,52,49.2,23.2,0,0,0,0,0,0,49.8,85.9,0.0,999.8,210,3.2,142,0.14
2022-05-02T23:00:00Z,2022-05-02T22:00:00Z,24.5,33,42.3,22.3,0,0,0,0,0,0,49.5,88.1,0.0,999.5,210,2.8,152,0.14
2022-05-03T00:00:00Z,2022-05-02T23:00:00Z,24.2,0,38.8,22.3,0,0,0,0,0,0,49.6,89.2,0.0,999.2,208,2.7,157,0.14
2022-05-03T01:00:00Z,2022-05-03T00:00:00Z,24.2,-32,45.1,22.5,0,0,0,0,0,0,49.6,90.2,0.0,998.4,204,2.7,152,0.14
2022-05-03T02:00:00Z,2022-05-03T01:00:00Z,24.3,-52,31.0,22.6,0,0,0,0,0,0,49.2,90.0,0.0,997.6,199,2.7,142,0.14
2022-05-03T03:00:00Z,2022-05-03T02:00:00Z,24.5,-63,41.5,22.6,0,0,0,0,0,0,48.6,89.4,0.0,997.2,193,2.7,130,0.14
2022-05-03T04:00:00Z,2022-05-03T03:00:00Z,24.5,-69,37.6,22.7,0,0,0,0,0,0,48.1,89.5,0.0,997.1,186,2.5,116,0.14
2022-05-03T05:00:00Z,2022-05-03T04:00:00Z,24.4,-72,27.5,22.7,0,0,0,0,0,0,47.9,90.3,0.0,997.4,183,2.0,102,0.14
2022-05-03T06:00:00Z,2022-05-03T05:00:00Z,24.7,-75,39.7,22.8,15,0,0,15,15,15,47.9,89.7,0.0,997.9,180,1.5,88,0.14
2022-05-03T07:00:00Z,2022-05-03T06:00:00Z,25.2,-76,7.5,23.0,122,89,28,149,145,214,48.1,87.1,0.0,998.5,182,1.3,74,0.14
2022-05-03T08:00:00Z,2022-05-03T07:00:00Z,26.8,-77,7.5,23.2,222,257,131,353,342,513,48.2,80.5,0.0,999.3,194,1.2,59,0.14
2022-05-03T09:00:00Z,2022-05-03T08:00:00Z,28.4,-76,9.8,23.3,297,342,247,544,531,662,48.4,73.9,0.0,999.7,200,1.3,45,0.14
2022-05-03T10:00:00Z,2022-05-03T09:00:00Z,29.8,-73,0.0,23.1,225,648,559,784,762,882,47.6,67.4,0.0,999.6,202,1.2,30,0.14
2022-05-03T11:00:00Z,2022-05-03T10:00:00Z,31.5,-60,8.4,23.1,338,506,481,819,801,843,46.9,61.1,0.0,999.0,199,1.1,17,0.14
2022-05-03T12:00:00Z,2022-05-03T11:00:00Z,32.8,0,3.1,23.2,272,641,633,905,884,907,47.3,57.3,0.0,998.3,192,1.2,9,0.14
2022-05-03T13:00:00Z,2022-05-03T12:00:00Z,33.6,60,0.0,23.1,224,705,674,898,875,926,47.5,54.3,0.0,997.3,193,1.3,17,0.14
2022-05-03T14:00:00Z,2022-05-03T13:00:00Z,34.4,73,0.0,22.8,217,664,572,789,767,889,47.6,50.7,0.0,996.1,203,1.3,30,0.14
2022-05-03T15:00:00Z,2022-05-03T14:00:00Z,35.3,76,0.0,22.3,202,582,414,616,595,809,47.8,47.2,0.0,995.2,215,1.2,45,0.14
2022-05-03T16:00:00Z,2022-05-03T15:00:00Z,35.5,77,0.0,22.1,167,451,234,401,383,660,47.7,46.0,0.0,994.6,214,1.0,59,0.14
2022-05-03T17:00:00Z,2022-05-03T16:00:00Z,35.1,76,0.0,21.8,103,232,71,174,164,340,47.4,46.3,0.0,994.5,192,1.3,74,0.14
2022-05-03T18:00:00Z,2022-05-03T17:00:00Z,34.1,75,33.0,22.0,16,6,1,17,17,19,47.4,49.7,0.0,994.9,180,2.1,88,0.14
2022-05-03T19:00:00Z,2022-05-03T18:00:00Z,33.2,72,34.7,22.4,0,0,0,0,0,0,47.4,53.4,0.0,995.4,180,2.6,102,0.14
2022-05-03T20:00:00Z,2022-05-03T19:00:00Z,32.6,68,36.8,22.4,0,0,0,0,0,0,47.9,55.2,0.0,996.0,191,3.0,116,0.14
2022-05-03T21:00:00Z,2022-05-03T20:00:00Z,31.8,62,36.8,22.5,0,0,0,0,0,0,49.0,57.8,0.0,997.2,202,3.6,130,0.14
2022-05-03T22:00:00Z,2022-05-03T21:00:00Z,30.8,52,31.9,22.6,0,0,0,0,0,0,50.1,61.7,0.0,998.4,206,4.0,142,0.14
2022-05-03T23:00:00Z,2022-05-03T22:00:00Z,29.8,32,33.4,23.0,0,0,0,0,0,0,50.5,67.0,0.0,998.8,210,4.0,152,0.14
2022-05-04T00:00:00Z,2022-05-03T23:00:00Z,28.4,0,37.4,23.2,0,0,0,0,0,0,50.3,73.7,0.0,998.5,213,3.8,156,0.14
2022-05-04T01:00:00Z,2022-05-04T00:00:00Z,27.1,-32,43.2,23.3,0,0,0,0,0,0,49.9,80.0,0.0,998.5,215,3.6,152,0.15
2022-05-04T02:00:00Z,2022-05-04T01:00:00Z,26.6,-52,48.6,23.4,0,0,0,0,0,0,49.5,82.6,0.0,998.2,215,3.3,142,0.15
2022-05-04T03:00:00Z,2022-05-04T02:00:00Z,26.2,-62,80.3,23.5,0,0,0,0,0,0,49.4,84.9,0.0,997.9,211,3.2,130,0.15
2022-05-04T04:00:00Z,2022-05-04T03:00:00Z,26.0,-68,88.3,23.5,0,0,0,0,0,0,49.5,86.1,0.0,998.0,207,3.0,116,0.15
2022-05-04T05:00:00Z,2022-05-04T04:00:00Z,25.6,-72,93.4,23.2,0,0,0,0,0,0,49.7,86.1,0.0,998.6,201,2.6,102,0.15
2022-05-04T06:00:00Z,2022-05-04T05:00:00Z,25.2,-75,86.1,22.8,5,0,0,5,5,5,50.6,87.1,0.0,999.4,190,2.2,88,0.15
2022-05-04T07:00:00Z,2022-05-04T06:00:00Z,25.0,-76,81.7,22.6,26,0,0,26,26,26,51.8,86.6,0.0,1000.3,186,2.4,74,0.15
2022-05-04T08:00:00Z,2022-05-04T07:00:00Z,25.0,-76,93.7,22.0,24,0,0,24,24,24,52.8,84.0,0.0,1001.0,188,2.8,59,0.15
2022-05-04T09:00:00Z,2022-05-04T08:00:00Z,25.5,-76,96.1,22.0,23,0,0,23,22,23,53.5,81.3,0.0,1001.3,188,2.9,45,0.15
2022-05-04T10:00:00Z,2022-05-04T09:00:00Z,26.9,-72,89.4,22.4,77,0,0,77,77,77,53.0,76.4,0.0,1001.0,195,2.2,30,0.15
2022-05-04T11:00:00Z,2022-05-04T10:00:00Z,28.4,-59,76.0,22.8,193,0,0,193,192,193,52.0,71.3,0.0,1000.2,206,1.8,17,0.15
2022-05-04T12:00:00Z,2022-05-04T11:00:00Z,29.2,0,72.3,23.0,231,0,0,231,230,231,52.8,69.3,0.0,999.5,193,2.6,9,0.15
2022-05-04T13:00:00Z,2022-05-04T12:00:00Z,29.4,59,48.0,23.2,427,0,0,427,425,427,53.2,69.5,0.0,998.7,184,3.2,17,0.15
2022-05-04T14:00:00Z,2022-05-04T13:00:00Z,29.7,72,34.9,23.1,471,0,0,471,469,471,51.5,67.8,0.0,997.7,190,3.2,30,0.15
