PeriodEnd,PeriodStart,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2021-12-31T01:00:00Z,2021-12-31T00:00:00Z,16.4,-126,0.0,-3.8,0,0,0,0,0,0,13.6,24.7,0.0,972.9,21,2.7,159,0.29
2021-12-31T02:00:00Z,2021-12-31T01:00:00Z,16.0,-114,2.0,-3.9,0,0,0,0,0,0,13.4,25.3,0.0,972.7,21,2.6,147,0.29
2021-12-31T03:00:00Z,2021-12-31T02:00:00Z,15.1,-110,5.6,-3.9,0,0,0,0,0,0,13.3,26.8,0.0,972.6,24,2.5,133,0.29
2021-12-31T04:00:00Z,2021-12-31T03:00:00Z,14.7,-110,16.2,-3.6,0,0,0,0,0,0,13.1,28.1,0.0,972.8,25,2.4,119,0.29
2021-12-31T05:00:00Z,2021-12-31T04:00:00Z,14.6,-111,17.4,-3.6,0,0,0,0,0,0,13.0,28.3,0.0,973.3,27,2.3,105,0.29
2021-12-31T06:00:00Z,2021-12-31T05:00:00Z,14.5,-113,7.4,-4.1,6,0,0,6,6,6,13.0,27.5,0.0,974.0,31,2.3,92,0.29
2021-12-31T07:00:00Z,2021-12-31T06:00:00Z,16.8,-117,0.0,-2.6,89,73,18,107,115,138,12.9,26.4,0.0,974.9,35,2.7,79,0.29
2021-12-31T08:00:00Z,2021-12-31T07:00:00Z,20.0,-123,0.0,-0.8,190,277,116,306,340,470,12.9,24.7,0.0,975.6,40,3.1,66,0.29
2021-12-31T09:00:00Z,2021-12-31T08:00:00Z,22.2,-131,0.0,-0.8,259,435,256,515,571,663,12.9,21.7,0.0,975.8,45,3.4,54,0.29
2021-12-31T10:00:00Z,2021-12-31T09:00:00Z,24.1,-144,0.0,-1.2,297,533,383,680,750,756,13.2,18.6,0.0,975.5,47,3.8,44,0.29
2021-12-31T11:00:00Z,2021-12-31T10:00:00Z,25.8,-162,0.0,-1.3,310,592,470,780,859,798,13.6,16.8,0.0,975.0,48,3.9,37,0.29
2021-12-31T12:00:00Z,2021-12-31T11:00:00Z,27.2,175,0.0,-1.2,301,629,510,811,894,815,13.6,15.5,0.0,974.0,47,3.8,36,0.29
2021-12-31T13:00:00Z,2021-12-31T12:00:00Z,28.2,153,0.0,-1.2,241,709,543,784,874,832,13.5,14.6,0.0,972.8,43,3.6,40,0.29
2021-12-31T14:00:00Z,2021-12-31T13:00:00Z,28.8,138,0.0,-1.3,211,679,452,663,748,806,13.3,14.0,0.0,972.1,39,3.5,48,0.29
2021-12-31T15:00:00Z,2021-12-31T14:00:00Z,28.9,127,0.0,-1.3,180,576,297,477,547,723,13.0,14.0,0.0,971.7,36,3.4,59,0.29
2021-12-31T16:00:00Z,2021-12-31T15:00:00Z,28.1,120,0.0,-1.2,126,386,127,253,299,477,12.6,14.8,0.0,971.8,33,3.0,71,0.29
2021-12-31T17:00:00Z,2021-12-31T16:00:00Z,25.8,115,8.4,-0.6,41,58,10,51,58,60,12.3,17.7,0.0,972.2,29,2.5,84,0.29
2021-12-31T18:00:00Z,2021-12-31T17:00:00Z,23.4,112,0.0,-0.2,0,0,0,0,0,0,12.1,21.0,0.0,972.9,24,2.4,98,0.29
2021-12-31T19:00:00Z,2021-12-31T18:00:00Z,22.5,110,0.0,-0.3,0,0,0,0,0,0,11.7,22.0,0.0,973.8,21,2.5,112,0.29
2021-12-31T20:00:00Z,2021-12-31T19:00:00Z,21.4,110,0.0,-0.9,0,0,0,0,0,0,11.4,22.4,0.0,974.5,21,2.7,125,0.29
2021-12-31T21:00:00Z,2021-12-31T20:00:00Z,19.8,111,0.0,-1.3,0,0,0,0,0,0,11.1,24.1,0.0,974.8,20,2.9,139,0.29
2021-12-31T22:00:00Z,2021-12-31T21:00:00Z,19.0,117,6.8,-0.5,0,0,0,0,0,0,10.9,26.9,0.0,974.7,21,2.9,152,0.29
2021-12-31T23:00:00Z,2021-12-31T22:00:00Z,18.9,138,3.1,0.2,0,0,0,0,0,0,10.8,28.5,0.0,974.6,22,2.9,164,0.29
2022-01-01T00:00:00Z,2021-12-31T23:00:00Z,18.1,-166,10.8,0.0,0,0,0,0,0,0,10.8,29.5,0.0,974.3,24,2.8,168,0.29
2022-01-01T01:00:00Z,2022-01-01T00:00:00Z,17.1,-126,0.0,-0.9,0,0,0,0,0,0,10.8,29.4,0.0,973.9,27,2.8,159,0.29
2022-01-01T02:00:00Z,2022-01-01T01:00:00Z,16.3,-114,12.0,-1.7,0,0,0,0,0,0,10.8,29.3,0.0,973.4,30,2.7,147,0.29
2022-01-01T03:00:00Z,2022-01-01T02:00:00Z,15.5,-110,16.2,-1.6,0,0,0,0,0,0,10.6,30.9,0.0,973.2,33,2.5,133,0.29
2022-01-01T04:00:00Z,2022-01-01T03:00:00Z,15.2,-110,0.0,-1.5,0,0,0,0,0,0,10.5,32.0,0.0,973.5,32,2.3,119,0.29
2022-01-01T05:00:00Z,2022-01-01T04:00:00Z,15.0,-111,2.3,-1.3,0,0,0,0,0,0,10.3,32.8,0.0,974.0,29,2.2,106,0.29
2022-01-01T06:00:00Z,2022-01-01T05:00:00Z,14.8,-113,21.5,-0.9,6,5,0,6,7,6,10.1,34.2,0.0,974.6,28,2.1,92,0.29
2022-01-01T07:00:00Z,2022-01-01T06:00:00Z,15.7,-117,0.0,-0.1,77,289,64,142,175,235,10.0,34.2,0.0,975.3,29,2.5,79,0.29
2022-01-01T08:00:00Z,2022-01-01T07:00:00Z,18.0,-123,0.0,0.3,132,587,242,375,443,701,10.1,30.4,0.0,976.1,33,2.8,66,0.29
2022-01-01T09:00:00Z,2022-01-01T08:00:00Z,20.7,-131,0.0,0.5,163,728,427,590,677,819,10.2,25.9,0.0,976.7,35,3.1,54,0.29
2022-01-01T10:00:00Z,2022-01-01T09:00:00Z,24.0,-144,0.0,0.9,181,799,573,754,851,860,10.5,21.9,0.0,976.5,34,3.7,44,0.29
2022-01-01T11:00:00Z,2022-01-01T10:00:00Z,26.7,-162,0.0,1.2,190,832,660,851,953,875,10.7,19.1,0.0,975.6,35,4.3,37,0.29
2022-01-01T12:00:00Z,2022-01-01T11:00:00Z,27.6,175,0.0,1.1,193,837,679,872,976,877,10.9,18.0,0.0,974.6,37,4.3,36,0.29
2022-01-01T13:00:00Z,2022-01-01T12:00:00Z,28.1,153,0.0,1.0,191,813,625,816,916,868,11.0,17.3,0.0,973.5,35,4.0,40,0.29
2022-01-01T14:00:00Z,2022-01-01T13:00:00Z,28.4,138,0.0,0.9,178,764,510,688,781,843,11.0,16.9,0.0,972.7,31,3.8,48,0.29
2022-01-01T15:00:00Z,2022-01-01T14:00:00Z,28.2,127,0.0,0.7,152,677,350,502,582,782,10.9,16.8,0.0,972.3,28,3.7,59,0.29
2022-01-01T16:00:00Z,2022-01-01T15:00:00Z,27.4,120,0.0,0.6,112,490,162,274,330,550,10.7,17.5,0.0,972.3,26,3.3,71,0.29
2022-01-01T17:00:00Z,2022-01-01T16:00:00Z,25.1,115,17.9,1.3,41,93,17,57,68,72,10.5,21.1,0.0,972.6,21,2.6,84,0.29
2022-01-01T18:00:00Z,2022-01-01T17:00:00Z,22.6,112,38.6,1.8,0,0,0,0,0,0,10.1,25.6,0.0,973.1,18,2.3,98,0.29
2022-01-01T19:00:00Z,2022-01-01T18:00:00Z,21.2,110,1.9,1.6,0,0,0,0,0,0,9.9,27.4,0.0,974.0,18,2.4,111,0.29
2022-01-01T20:00:00Z,2022-01-01T19:00:00Z,20.5,110,0.0,1.5,0,0,0,0,0,0,9.8,28.3,0.0,974.8,20,2.5,125,0.29
2022-01-01T21:00:00Z,2022-01-01T20:00:00Z,19.8,111,0.0,1.5,0,0,0,0,0,0,9.7,29.6,0.0,975.1,20,2.7,139,0.29
2022-01-01T22:00:00Z,2022-01-01T21:00:00Z,18.6,117,0.0,1.5,0,0,0,0,0,0,9.6,31.8,0.0,974.8,22,3.1,152,0.29
2022-01-01T23:00:00Z,2022-01-01T22:00:00Z,17.8,137,0.0,1.6,0,0,0,0,0,0,9.6,33.8,0.0,974.4,24,3.3,164,0.29
2022-01-02T00:00:00Z,2022-01-01T23:00:00Z,17.1,-166,0.0,1.6,0,0,0,0,0,0,9.6,35.4,0.0,974.2,27,3.1,168,0.29
2022-01-02T01:00:00Z,2022-01-02T00:00:00Z,16.3,-126,0.0,1.5,0,0,0,0,0,0,9.7,36.9,0.0,973.9,30,2.9,160,0.3
2022-01-02T02:00:00Z,2022-01-02T01:00:00Z,15.8,-114,0.0,1.3,0,0,0,0,0,0,10.0,37.6,0.0,973.7,31,2.9,147,0.3
2022-01-02T03:00:00Z,2022-01-02T02:00:00Z,15.4,-110,6.1,0.9,0,0,0,0,0,0,10.3,37.3,0.0,973.7,33,2.8,133,0.3
2022-01-02T04:00:00Z,2022-01-02T03:00:00Z,15.1,-110,13.8,0.6,0,0,0,0,0,0,10.6,37.2,0.0,973.9,36,2.9,119,0.3
2022-01-02T05:00:00Z,2022-01-02T04:00:00Z,15.0,-111,12.0,0.9,0,0,0,0,0,0,10.8,38.2,0.0,974.6,40,3.0,106,0.3
2022-01-02T06:00:00Z,2022-01-02T05:00:00Z,15.0,-113,11.3,1.5,5,0,0,5,5,5,10.9,39.9,0.0,975.3,44,3.2,92,0.3
2022-01-02T07:00:00Z,2022-01-02T06:00:00Z,15.8,-117,0.0,2.1,88,57,14,102,108,126,10.9,39.8,0.0,976.0,49,3.6,79,0.3
2022-01-02T08:00:00Z,2022-01-02T07:00:00Z,18.2,-123,0.0,2.8,193,256,107,300,332,453,10.7,36.0,0.0,976.6,54,4.1,66,0.3
2022-01-02T09:00:00Z,2022-01-02T08:00:00Z,20.9,-131,6.8,2.6,311,274,159,470,505,571,10.6,29.9,0.0,976.8,59,4.7,54,0.3
2022-01-02T10:00:00Z,2022-01-02T09:00:00Z,23.0,-143,0.0,2.0,358,372,267,625,675,682,10.4,25.2,0.0,976.5,60,4.9,44,0.3
2022-01-02T11:00:00Z,2022-01-02T10:00:00Z,24.7,-162,0.0,1.5,377,453,360,736,798,751,10.2,22.0,0.0,975.8,59,4.8,37,0.3
2022-01-02T12:00:00Z,2022-01-02T11:00:00Z,26.1,175,6.2,0.9,408,411,335,742,799,744,10.1,19.3,0.0,974.7,59,4.7,36,0.3
2022-01-02T13:00:00Z,2022-01-02T12:00:00Z,27.2,154,5.4,0.4,271,651,497,768,849,815,10.0,17.5,0.0,973.7,56,4.7,40,0.3
