PeriodEnd,PeriodStart,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2022-04-30T01:00:00Z,2022-04-30T00:00:00Z,24.7,-37,31.7,24.0,0,0,0,0,0,0,54.7,95.3,0.0,1026.9,245,1.2,156,0.12
2022-04-30T02:00:00Z,2022-04-30T01:00:00Z,24.6,-57,31.4,23.8,0,0,0,0,0,0,55.2,95.6,0.0,1026.8,252,0.8,144,0.12
2022-04-30T03:00:00Z,2022-04-30T02:00:00Z,24.5,-66,38.5,23.8,0,0,0,0,0,0,55.8,96.5,0.0,1027.0,272,0.3,131,0.12
2022-04-30T04:00:00Z,2022-04-30T03:00:00Z,24.6,-71,58.1,24.0,0,0,0,0,0,0,56.2,96.5,0.0,1027.4,326,0.3,117,0.12
2022-04-30T05:00:00Z,2022-04-30T04:00:00Z,24.6,-74,68.8,24.0,0,0,0,0,0,0,56.6,96.5,0.0,1027.9,354,0.5,103,0.12
2022-04-30T06:00:00Z,2022-04-30T05:00:00Z,25.0,-76,52.5,24.2,13,0,0,13,13,13,56.9,95.3,0.0,1028.4,0,0.7,89,0.12
2022-04-30T07:00:00Z,2022-04-30T06:00:00Z,25.9,-76,19.7,24.8,126,53,16,142,140,183,57.0,93.7,0.0,1028.9,13,0.5,74,0.12
2022-04-30T08:00:00Z,2022-04-30T07:00:00Z,26.8,-76,26.4,25.0,246,104,59,305,302,363,57.7,90.4,0.0,1029.6,44,0.5,60,0.12
2022-04-30T09:00:00Z,2022-04-30T08:00:00Z,27.5,-74,1.0,25.1,161,648,459,620,606,828,58.8,86.8,0.0,1030.1,89,0.6,45,0.12
2022-04-30T10:00:00Z,2022-04-30T09:00:00Z,28.6,-70,15.3,25.0,327,412,349,675,665,746,59.0,81.0,0.0,1030.4,147,1.2,31,0.12
2022-04-30T11:00:00Z,2022-04-30T10:00:00Z,29.7,-54,16.9,24.4,372,401,383,755,746,772,58.7,73.3,0.0,1030.2,161,2.1,18,0.12
2022-04-30T12:00:00Z,2022-04-30T11:00:00Z,30.4,1,37.1,24.0,499,94,92,591,588,592,58.0,68.7,0.0,1029.3,166,2.4,10,0.12
2022-04-30T13:00:00Z,2022-04-30T12:00:00Z,30.7,55,47.4,24.0,465,3,2,468,467,468,56.8,67.3,0.0,1027.6,171,2.4,18,0.12
2022-04-30T14:00:00Z,2022-04-30T13:00:00Z,30.8,70,30.2,24.1,470,87,75,544,541,560,55.6,67.5,0.0,1026.2,171,2.5,31,0.12
2022-04-30T15:00:00Z,2022-04-30T14:00:00Z,30.8,74,27.6,24.0,371,101,71,442,439,481,54.5,67.5,0.0,1025.5,171,2.7,45,0.12
2022-04-30T16:00:00Z,2022-04-30T15:00:00Z,30.4,76,8.2,24.2,195,343,166,361,352,575,53.9,69.5,0.0,1025.2,180,2.6,60,0.12
2022-04-30T17:00:00Z,2022-04-30T16:00:00Z,30.0,76,0.0,24.7,91,280,81,172,164,362,53.8,73.1,0.0,1025.5,188,2.2,74,0.12
2022-04-30T18:00:00Z,2022-04-30T17:00:00Z,29.3,76,35.5,24.7,13,8,1,14,13,16,53.7,76.6,0.0,1025.9,194,1.9,89,0.12
2022-04-30T19:00:00Z,2022-04-30T18:00:00Z,28.4,74,23.0,24.7,0,0,0,0,0,0,53.5,80.2,0.0,1026.6,207,1.7,103,0.12
2022-04-30T20:00:00Z,2022-04-30T19:00:00Z,27.6,71,30.5,24.8,0,0,0,0,0,0,53.6,84.8,0.0,1027.3,214,1.7,118,0.12
2022-04-30T21:00:00Z,2022-04-30T20:00:00Z,27.0,66,38.9,25.0,0,0,0,0,0,0,53.4,89.1,0.0,1027.9,222,1.8,131,0.12
2022-04-30T22:00:00Z,2022-04-30T21:00:00Z,26.2,56,25.8,24.8,0,0,0,0,0,0,54.4,92.6,0.0,1028.6,232,1.8,145,0.12
2022-04-30T23:00:00Z,2022-04-30T22:00:00Z,25.5,36,27.2,24.7,0,0,0,0,0,0,56.1,95.1,0.0,1028.7,248,1.4,155,0.12
2022-05-01T00:00:00Z,2022-04-30T23:00:00Z,25.2,0,28.9,24.6,0,0,0,0,0,0,56.8,96.5,0.0,1028.3,268,1.2,160,0.12
2022-05-01T01:00:00Z,2022-05-01T00:00:00Z,24.9,-37,34.7,24.4,0,0,0,0,0,0,57.7,97.1,0.0,1027.7,275,1.1,155,0.12
2022-05-01T02:00:00Z,2022-05-01T01:00:00Z,24.6,-56,47.2,24.2,0,0,0,0,0,0,59.0,97.3,0.0,1027.4,275,1.1,144,0.12
2022-05-01T03:00:00Z,2022-05-01T02:00:00Z,24.3,-66,74.6,23.8,0,0,0,0,0,0,60.1,97.3,0.0,1027.5,279,1.0,131,0.12
2022-05-01T04:00:00Z,2022-05-01T03:00:00Z,24.1,-71,95.0,23.6,0,0,0,0,0,0,60.6,97.3,0.0,1027.7,297,0.9,117,0.12
2022-05-01T05:00:00Z,2022-05-01T04:00:00Z,23.9,-74,94.9,23.5,0,0,0,0,0,0,60.7,97.9,0.0,1028.1,319,0.9,103,0.12
2022-05-01T06:00:00Z,2022-05-01T05:00:00Z,24.4,-75,81.4,23.8,6,0,0,6,6,6,60.7,96.8,0.0,1028.7,334,0.9,89,0.12
2022-05-01T07:00:00Z,2022-05-01T06:00:00Z,25.5,-76,70.5,24.2,48,0,0,48,48,48,60.6,92.3,0.0,1029.5,317,0.7,74,0.12
2022-05-01T08:00:00Z,2022-05-01T07:00:00Z,26.7,-76,77.7,24.1,93,0,0,93,93,93,60.4,86.0,0.0,1030.1,265,0.9,60,0.12
2022-05-01T09:00:00Z,2022-05-01T08:00:00Z,28.0,-74,58.9,23.8,256,0,0,256,255,256,60.3,78.5,0.0,1030.3,237,1.3,45,0.12
2022-05-01T10:00:00Z,2022-05-01T09:00:00Z,29.1,-69,45.0,23.7,430,0,0,430,430,430,59.8,72.5,0.0,1030.0,210,0.9,31,0.12
2022-05-01T11:00:00Z,2022-05-01T10:00:00Z,29.7,-53,45.8,23.8,460,23,22,483,481,483,59.5,70.9,0.0,1029.5,163,0.6,18,0.12
2022-05-01T12:00:00Z,2022-05-01T11:00:00Z,30.6,1,35.3,24.3,529,69,68,598,595,598,59.7,69.4,0.0,1028.6,150,0.8,11,0.12
2022-05-01T13:00:00Z,2022-05-01T12:00:00Z,31.4,54,28.4,24.8,501,141,133,635,630,642,60.0,67.9,0.0,1027.5,160,0.9,18,0.12
2022-05-01T14:00:00Z,2022-05-01T13:00:00Z,31.6,69,24.8,25.2,431,181,155,586,581,618,60.2,68.7,0.0,1026.4,175,1.2,31,0.12
2022-05-01T15:00:00Z,2022-05-01T14:00:00Z,30.6,74,24.0,25.1,350,162,114,464,460,526,59.8,72.8,0.0,1025.4,176,1.5,45,0.12
2022-05-01T16:00:00Z,2022-05-01T15:00:00Z,28.9,76,21.9,25.1,244,134,67,311,307,398,60.4,80.0,0.0,1025.4,190,2.0,60,0.12
2022-05-01T17:00:00Z,2022-05-01T16:00:00Z,27.8,76,0.5,25.2,89,292,83,172,165,367,60.2,85.8,0.0,1026.1,219,2.3,74,0.12
2022-05-01T18:00:00Z,2022-05-01T17:00:00Z,27.3,75,35.6,25.3,13,10,1,14,14,17,58.2,88.6,0.0,1026.5,243,2.2,89,0.12
2022-05-01T19:00:00Z,2022-05-01T18:00:00Z,27.3,74,36.0,25.2,0,0,0,0,0,0,57.3,88.6,0.0,1027.0,252,2.0,103,0.12
2022-05-01T20:00:00Z,2022-05-01T19:00:00Z,27.4,70,34.9,25.3,0,0,0,0,0,0,57.5,87.8,0.0,1027.6,250,1.9,118,0.12
2022-05-01T21:00:00Z,2022-05-01T20:00:00Z,27.0,65,42.9,25.2,0,0,0,0,0,0,57.9,89.6,0.0,1028.4,245,1.7,131,0.12
2022-05-01T22:00:00Z,2022-05-01T21:00:00Z,26.0,56,44.9,24.9,0,0,0,0,0,0,59.6,93.1,0.0,1028.7,251,1.5,144,0.12
2022-05-01T23:00:00Z,2022-05-01T22:00:00Z,25.4,36,81.4,24.6,0,0,0,0,0,0,61.9,95.3,0.0,1028.8,264,1.4,155,0.12
