PeriodEnd,PeriodStart,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2021-12-31T01:00:00Z,2021-12-31T00:00:00Z,19.5,-135,0.0,2.6,0,0,0,0,0,0,22.6,32.5,0.0,953.2,347,2.2,159,0.18
2021-12-31T02:00:00Z,2021-12-31T01:00:00Z,19.2,-119,0.0,2.3,0,0,0,0,0,0,22.2,32.4,0.0,952.8,347,2.2,147,0.18
2021-12-31T03:00:00Z,2021-12-31T02:00:00Z,18.6,-113,0.0,1.6,0,0,0,0,0,0,21.8,32.2,0.0,952.7,348,2.2,134,0.18
2021-12-31T04:00:00Z,2021-12-31T03:00:00Z,18.4,-112,0.0,1.1,0,0,0,0,0,0,21.4,31.4,0.0,952.9,349,2.1,120,0.18
2021-12-31T05:00:00Z,2021-12-31T04:00:00Z,18.4,-112,0.0,0.8,0,0,0,0,0,0,21.1,30.6,0.0,953.4,349,2.1,106,0.18
2021-12-31T06:00:00Z,2021-12-31T05:00:00Z,18.7,-113,0.0,0.6,5,2,0,5,5,5,20.8,29.7,0.0,954.1,349,2.2,92,0.18
2021-12-31T07:00:00Z,2021-12-31T06:00:00Z,21.0,-116,14.1,2.4,96,42,10,106,109,122,20.6,29.2,0.0,954.9,353,2.5,79,0.18
2021-12-31T08:00:00Z,2021-12-31T07:00:00Z,24.1,-121,12.5,3.4,198,256,104,301,324,463,20.3,26.0,0.0,955.6,1,2.8,66,0.18
2021-12-31T09:00:00Z,2021-12-31T08:00:00Z,25.9,-128,11.5,2.0,268,381,227,495,530,632,20.2,21.2,0.0,955.9,10,2.9,54,0.18
2021-12-31T10:00:00Z,2021-12-31T09:00:00Z,27.1,-140,0.9,1.8,215,685,503,718,779,819,20.7,19.4,0.0,955.8,14,3.1,43,0.18
2021-12-31T11:00:00Z,2021-12-31T10:00:00Z,28.3,-158,0.0,2.5,223,736,601,824,890,851,21.2,19.0,0.0,955.3,18,3.0,35,0.18
2021-12-31T12:00:00Z,2021-12-31T11:00:00Z,29.4,178,0.0,2.6,226,746,628,855,922,858,21.3,17.9,0.0,954.3,26,2.7,33,0.18
2021-12-31T13:00:00Z,2021-12-31T12:00:00Z,30.6,154,0.0,2.9,217,738,594,811,877,849,21.5,17.2,0.0,953.1,33,2.3,36,0.18
2021-12-31T14:00:00Z,2021-12-31T13:00:00Z,31.2,137,0.0,3.8,203,691,491,694,755,817,21.8,17.7,0.0,952.3,38,2.2,45,0.18
2021-12-31T15:00:00Z,2021-12-31T14:00:00Z,31.0,126,0.0,4.2,179,597,337,516,568,741,22.1,18.4,0.0,951.9,44,2.2,56,0.18
2021-12-31T16:00:00Z,2021-12-31T15:00:00Z,30.5,120,0.0,4.4,135,424,161,296,333,552,22.2,19.2,0.0,951.9,48,2.3,68,0.18
2021-12-31T17:00:00Z,2021-12-31T16:00:00Z,28.3,115,9.7,4.0,59,114,24,83,93,118,22.2,21.3,0.0,952.2,49,2.2,81,0.18
2021-12-31T18:00:00Z,2021-12-31T17:00:00Z,26.0,113,43.1,3.7,0,0,0,0,0,0,22.1,23.8,0.0,953.0,36,2.1,95,0.18
2021-12-31T19:00:00Z,2021-12-31T18:00:00Z,24.8,111,1.8,4.2,0,0,0,0,0,0,21.9,26.3,0.0,953.8,15,2.1,109,0.18
2021-12-31T20:00:00Z,2021-12-31T19:00:00Z,22.9,112,0.0,3.7,0,0,0,0,0,0,21.6,28.6,0.0,954.6,360,2.0,122,0.18
2021-12-31T21:00:00Z,2021-12-31T20:00:00Z,21.0,114,0.0,3.2,0,0,0,0,0,0,21.3,31.1,0.0,954.9,351,2.0,136,0.18
2021-12-31T22:00:00Z,2021-12-31T21:00:00Z,21.0,121,0.0,4.0,0,0,0,0,0,0,20.9,32.8,0.0,955.0,348,1.9,149,0.18
2021-12-31T23:00:00Z,2021-12-31T22:00:00Z,21.5,140,0.0,4.4,0,0,0,0,0,0,20.5,32.6,0.0,955.1,346,1.9,161,0.18
2022-01-01T00:00:00Z,2021-12-31T23:00:00Z,20.6,-175,0.0,4.2,0,0,0,0,0,0,20.3,34.1,0.0,954.7,345,2.0,165,0.18
2022-01-01T01:00:00Z,2022-01-01T00:00:00Z,19.5,-135,6.1,3.9,0,0,0,0,0,0,20.1,35.7,0.0,954.1,346,2.0,159,0.18
2022-01-01T02:00:00Z,2022-01-01T01:00:00Z,19.1,-119,18.6,3.4,0,0,0,0,0,0,19.8,35.3,0.0,953.7,348,2.1,147,0.18
2022-01-01T03:00:00Z,2022-01-01T02:00:00Z,19.0,-113,24.3,3.1,0,0,0,0,0,0,19.7,34.8,0.0,953.6,348,2.2,134,0.18
2022-01-01T04:00:00Z,2022-01-01T03:00:00Z,18.8,-112,19.3,2.6,0,0,0,0,0,0,19.6,33.9,0.0,953.9,347,2.3,120,0.18
