PeriodEnd,PeriodStart,AirTemp,Azimuth,CloudOpacity,DewpointTemp,Dhi,Dni,Ebh,Ghi,GtiFixedTilt,GtiTracking,PrecipitableWater,RelativeHumidity,SnowWater,SurfacePressure,WindDirection10m,WindSpeed10m,Zenith,AlbedoDaily
2021-12-31T01:00:00Z,2021-12-31T00:00:00Z,22.4,-141,0.0,2.7,0,0,0,0,0,0,20.8,27.4,0.0,976.7,33,2.6,162,0.17
2021-12-31T02:00:00Z,2021-12-31T01:00:00Z,21.7,-121,0.0,2.0,0,0,0,0,0,0,20.9,27.3,0.0,976.5,36,2.6,151,0.17
2021-12-31T03:00:00Z,2021-12-31T02:00:00Z,20.9,-114,0.0,1.4,0,0,0,0,0,0,20.8,27.4,0.0,976.3,37,2.6,137,0.17
2021-12-31T04:00:00Z,2021-12-31T03:00:00Z,20.5,-111,0.0,1.0,0,0,0,0,0,0,20.6,27.4,0.0,976.2,40,2.6,124,0.17
2021-12-31T05:00:00Z,2021-12-31T04:00:00Z,20.4,-111,0.0,0.7,0,0,0,0,0,0,20.3,26.8,0.0,976.5,43,2.7,110,0.17
2021-12-31T06:00:00Z,2021-12-31T05:00:00Z,21.7,-113,6.6,1.0,0,0,0,0,0,0,20.1,25.3,0.0,977.2,46,2.7,96,0.17
2021-12-31T07:00:00Z,2021-12-31T06:00:00Z,24.0,-115,5.2,2.8,51,35,7,58,61,67,19.9,24.9,0.0,977.9,46,3.0,83,0.17
2021-12-31T08:00:00Z,2021-12-31T07:00:00Z,25.8,-120,0.0,4.2,153,229,84,236,258,380,19.9,24.8,0.0,978.7,48,3.3,70,0.17
2021-12-31T09:00:00Z,2021-12-31T08:00:00Z,26.9,-126,0.0,4.4,228,403,220,448,487,616,19.9,23.8,0.0,979.2,56,3.3,57,0.17
2021-12-31T10:00:00Z,2021-12-31T09:00:00Z,28.3,-137,0.0,5.3,288,468,325,613,661,709,20.4,23.1,0.0,979.1,67,3.2,46,0.17
2021-12-31T11:00:00Z,2021-12-31T10:00:00Z,30.4,-153,0.0,6.4,318,520,413,731,785,764,20.9,22.0,0.0,978.6,78,3.0,37,0.17
2021-12-31T12:00:00Z,2021-12-31T11:00:00Z,32.6,-176,0.0,7.0,326,548,457,783,839,785,21.2,20.3,0.0,977.6,89,2.7,33,0.17
2021-12-31T13:00:00Z,2021-12-31T12:00:00Z,34.2,160,0.0,7.3,299,583,474,774,833,793,21.5,19.0,0.0,976.4,95,2.2,36,0.17
2021-12-31T14:00:00Z,2021-12-31T13:00:00Z,34.8,141,0.0,7.4,277,545,400,677,732,757,21.8,18.6,0.0,975.3,93,1.7,43,0.17
